Sample	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	D.treeLikelihood
3330000	-33415.78052393998	-33169.07583281132	-246.70469112866263	584.9155347444549	0.33505792068714363	66.82297740915999	32.5164113681957	47.793706129335696	1095.1949583181558	-33169.07583281132
3331000	-33411.4397897143	-33163.35331221345	-248.08647750085433	883.7808337073693	0.4730025035685173	61.003661593055554	32.95842678331504	47.99471759302752	1078.0416587813954	-33163.35331221345
3332000	-33406.15150680877	-33157.89416850064	-248.25733830812436	856.9069269223155	0.4199077942342991	70.22201003518282	31.988274469862557	48.12358427348968	1083.7843257779743	-33157.89416850064
3333000	-33419.584278148046	-33172.41104623419	-247.17323191385168	537.2139110047672	0.3600854470918117	75.59714610249931	31.988274469862557	47.49456383370679	1103.348011827841	-33172.41104623419
3334000	-33418.62080631334	-33170.43794069853	-248.18286561480812	599.7215259989691	0.3845971940204991	77.32428844847786	31.900640285815122	47.19015606574543	1096.6359250082685	-33170.43794069853
3335000	-33407.38986418815	-33161.21701263746	-246.17285155068916	571.2513422540261	0.3534216785461767	62.62025503871152	30.904761012590786	47.49785584974762	1084.2915686452566	-33161.21701263746
3336000	-33417.31132236391	-33168.793935582355	-248.5173867815527	544.3184841879328	0.3354533719126973	69.20386699876985	32.503761022808625	48.218995366712264	1088.6496994590118	-33168.793935582355
3337000	-33411.28349016457	-33162.56332547228	-248.72016469229283	717.4651623522022	0.36816526035930774	60.67841366967716	33.43497242173451	47.638381055521535	1095.6807024502364	-33162.56332547228
3338000	-33411.53823485396	-33164.667649714414	-246.8705851395408	906.4647410822573	0.5510609745327806	66.49642324393527	33.195426686881746	46.75406205710516	1067.4391418810499	-33164.667649714414
3339000	-33419.513947047155	-33170.72563538703	-248.78831166012375	626.8525885310286	0.6075861132305604	85.14412298873951	35.450432071089416	47.09612787166852	1090.6503076044485	-33170.72563538703
3340000	-33408.07783192564	-33162.6538509094	-245.42398101623783	593.4154933828032	0.5072252228165571	72.75301405476458	34.22622298543414	47.01145214541219	1087.2415007929806	-33162.6538509094
3341000	-33430.84693908944	-33182.65336536471	-248.19357372472464	1222.9091603997024	0.4219729189987449	70.28920557677772	33.14817479749843	48.08417394164445	1120.5660863345693	-33182.65336536471
3342000	-33419.69359651446	-33170.6315367053	-249.06205980915396	473.39690848921185	0.3428231903159069	63.404407193929416	33.13507519267293	48.98529993603586	1125.2096965931867	-33170.6315367053
3343000	-33405.54797441344	-33159.52177935183	-246.02619506161162	578.3560161157377	0.4173808670571561	67.72165675447049	33.824412316613476	47.8824210460281	1079.56018406819	-33159.52177935183
3344000	-33414.66767581053	-33168.4232777801	-246.24439803043168	694.0468899926847	0.41604223354117437	70.81450626140266	33.658897370993046	49.48254182589809	1103.0579865849274	-33168.4232777801
3345000	-33419.09191464162	-33169.27812309186	-249.8137915497588	708.8854774351786	0.4991172744409983	79.30109081876284	34.83947456714693	49.59445395376075	1107.4806174952678	-33169.27812309186
3346000	-33424.21147449011	-33177.22315996259	-246.98831452752438	985.4455860662484	0.42395481008314373	63.8787723863136	31.89398352148235	48.465816487103496	1087.9587376188636	-33177.22315996259
3347000	-33426.79295019625	-33170.95896608829	-255.83398410795786	1913.7206914766768	0.44073783377563736	51.302469006736445	31.018761668601787	47.04972725472324	1087.808661063259	-33170.95896608829
3348000	-33411.720583731025	-33166.12901204948	-245.5915716815399	664.2050023170348	0.4508937816550247	65.78738166073602	33.43056273332286	47.54267315577633	1086.2396042497992	-33166.12901204948
3349000	-33408.76698623349	-33163.07480980039	-245.69217643309483	674.2582753358619	0.4522732830195623	59.132366969731	33.927930058724804	48.08754282223741	1094.7952817887162	-33163.07480980039
3350000	-33408.8771753787	-33159.947428704625	-248.9297466740748	950.794446735	0.531965889886926	74.76603570960049	35.00550386522832	48.281126707268896	1099.6251779415247	-33159.947428704625
3351000	-33409.27459257368	-33162.397739595035	-246.8768529786447	900.3340522336074	0.4805853422156702	75.06425167677628	33.71715401371546	47.727790365614794	1093.003894919974	-33162.397739595035
3352000	-33410.24660371017	-33164.558474755366	-245.68812895480323	637.3740047527695	0.5339337389668602	74.34760052966818	35.371707202032674	47.73030618069161	1108.0513934361475	-33164.558474755366
3353000	-33426.15425335302	-33175.66649657186	-250.4877567811622	1133.2063049821331	0.5639833429843437	60.48979352256961	35.371707202032674	48.7319978486143	1119.5228826883842	-33175.66649657186
3354000	-33422.03509585532	-33172.10722739119	-249.92786846412747	737.5314574017561	0.5876669139792116	75.17815512220596	35.371707202032674	47.56301090537846	1077.624927796101	-33172.10722739119
3355000	-33407.30694390869	-33163.295879666344	-244.01106424234845	706.3692837909897	0.4383440170945319	68.87268298894294	33.31184810674623	47.157043271976356	1094.589723132827	-33163.295879666344
3356000	-33415.462907974754	-33170.122983186986	-245.3399247877661	590.5360246562753	0.45614498817311744	72.62464052434476	31.91520500041885	45.613278509308955	1069.4066550810676	-33170.122983186986
3357000	-33411.34954191244	-33161.61437384802	-249.73516806441842	708.8976148905282	0.3379208026849347	76.8871326619646	29.564749113069194	47.91100501648654	1092.6235924668358	-33161.61437384802
3358000	-33412.23505225653	-33164.13815064821	-248.09690160832847	650.7217181429609	0.4058658300303643	59.13143086361135	32.997600853258525	48.64913557553169	1080.7501747454978	-33164.13815064821
3359000	-33423.25238584917	-33173.18659300661	-250.0657928425546	1036.551937257845	0.3176012327417053	58.640240610528956	30.063237420663825	48.53720500253381	1095.0866161002891	-33173.18659300661
3360000	-33411.799531820536	-33164.349202919366	-247.45032890116707	656.9042407402094	0.33276500969112843	60.60984212166224	31.762642024310093	49.9682080531894	1102.3210660206962	-33164.349202919366
3361000	-33417.32485388857	-33168.47006063026	-248.85479325830644	708.3580938543405	0.32096002884988184	59.583909321371394	31.653311491094065	49.31815027206139	1111.0531649562975	-33168.47006063026
3362000	-33418.31387833591	-33167.86775274022	-250.4461255956933	453.3018171349659	0.4076759250017555	79.67443899475687	34.027728233329015	49.217314933493086	1100.7390572194777	-33167.86775274022
3363000	-33413.16876978619	-33166.702085286786	-246.46668449940697	631.5955548867857	0.41225074315210525	75.90076740944342	34.0308244299613	48.021686705279606	1101.0292774269371	-33166.702085286786
3364000	-33409.27877125553	-33163.0087391412	-246.2700321143246	718.3181895524572	0.49292442411040643	63.44814237253625	33.65762026143285	47.88234076952676	1090.838547909143	-33163.0087391412
3365000	-33413.20290949308	-33164.91618875628	-248.28672073679704	1111.8995478192721	0.4440462969838774	53.98238042848839	32.5122626265535	47.31944208147776	1094.8619961359623	-33164.91618875628
3366000	-33417.31105084931	-33166.94551746794	-250.36553338137526	621.6982598297346	0.4162204139385119	76.47562026789609	32.29559374221371	48.756742672944775	1104.5825127294183	-33166.94551746794
3367000	-33414.29425162627	-33166.65131059727	-247.64294102900053	814.171439952328	0.3616857666263931	77.0693979229608	31.711526096231722	47.624870012786886	1086.4657050250214	-33166.65131059727
3368000	-33410.30935255551	-33163.22189851459	-247.08745404092122	856.3382587841711	0.4348524303398047	69.46732834819178	32.523390849831934	49.176493535367115	1100.8125207580201	-33163.22189851459
3369000	-33406.866740113175	-33161.112961221115	-245.75377889206032	875.5158749607875	0.3940607899491604	70.25928523393186	32.12983905979958	49.33871474958177	1107.2780731234764	-33161.112961221115
3370000	-33428.74899840206	-33176.989967052534	-251.7590313495234	1296.6370756764193	0.34845269435705856	77.64067047641629	29.664589099488058	48.542711517968215	1083.9134646430937	-33176.989967052534
3371000	-33407.47801798731	-33160.61445123927	-246.8635667480417	859.5890643885848	0.4086379186156744	64.38929991629313	31.38381641734783	47.74635219303955	1087.844667699519	-33160.61445123927
3372000	-33409.981590592666	-33163.298839924486	-246.6827506681806	866.8126602937267	0.4086379186156744	72.97937587404073	32.300709379267715	48.05293796218772	1084.7470749581378	-33163.298839924486
3373000	-33415.64530173625	-33170.037349877246	-245.60795185900326	635.0703137472806	0.40286647018289445	64.57860649195577	32.300709379267715	48.002434210341406	1086.385439662398	-33170.037349877246
3374000	-33413.30397659413	-33166.11661805803	-247.18735853609286	593.5286981038887	0.4254024789419374	62.523892098016084	33.3772408085485	48.344812496696846	1092.2453347735648	-33166.11661805803
3375000	-33407.62831439013	-33162.355279197225	-245.27303519290354	738.0659645389312	0.39755593586915017	66.52875953231528	32.586703717764024	48.99281108099592	1106.1332155522707	-33162.355279197225
3376000	-33404.38969622791	-33158.423963767425	-245.96573246048342	806.9728322944693	0.36756596775284983	65.6973747747378	31.35932576207333	47.55430898227662	1094.314839521489	-33158.423963767425
3377000	-33427.61293134111	-33181.35013987245	-246.26279146866113	657.5645129429704	0.3783232621497816	74.05522062882484	30.71836216386286	46.76639326302373	1076.2402117676031	-33181.35013987245
3378000	-33411.72216219406	-33164.244927752334	-247.4772344417291	897.0017099391465	0.4195446006320509	56.50570668114056	31.758753903287147	48.442249456977706	1093.1727524467624	-33164.244927752334
3379000	-33413.45484707492	-33165.81304617478	-247.64180090014565	601.7250417320219	0.4095803380701723	82.46504441016793	33.997341410527014	48.59239010005315	1110.7588361061053	-33165.81304617478
3380000	-33414.436948808725	-33166.40159788787	-248.03535092085542	966.7342731422499	0.3356713939864572	68.64425021512751	30.425646498542843	50.02898773320963	1103.688670816443	-33166.40159788787
3381000	-33408.15725655861	-33158.455129476824	-249.7021270817866	668.77251705734	0.33098589633686964	56.97086197551169	32.528526275461026	48.997131686233004	1093.1799072050258	-33158.455129476824
3382000	-33418.32134265702	-33170.67161465853	-247.6497279984936	766.9150286813725	0.3497409566467485	66.37360924597401	31.432457927658096	49.635325089537154	1097.396754818683	-33170.67161465853
3383000	-33420.56787003984	-33173.64238478838	-246.92548525146273	766.9150286813725	0.300319418890977	64.97063857497808	31.188267819518902	48.88654213102393	1126.7140304105485	-33173.64238478838
3384000	-33417.35199464738	-33170.07549941925	-247.27649522813653	637.9427206816567	0.2865368878852833	62.11937656152049	30.502003966128328	49.204533247067104	1112.4829627040835	-33170.07549941925
3385000	-33416.41872728247	-33168.005907129154	-248.4128201533203	756.7599756387834	0.3086053325100536	66.87066474006544	30.998674637839486	47.70798770802051	1079.8582115205213	-33168.005907129154
3386000	-33412.31214473418	-33165.42822468239	-246.8839200517827	651.1869264320046	0.3934589492727159	59.875838038005256	32.38365089778248	48.76904251824381	1098.5262495017844	-33165.42822468239
3387000	-33416.92649589496	-33168.45361656557	-248.4728793293809	814.3697496754245	0.37463939196395046	70.55089402518506	29.041153242999712	47.04045507580147	1064.8009381234574	-33168.45361656557
3388000	-33412.654519294214	-33168.20038679963	-244.45413249457994	747.3424758428469	0.4044140342125589	64.34472271262341	32.593373760818665	48.84813442437569	1103.8116574136898	-33168.20038679963
3389000	-33409.99097266437	-33162.37232237857	-247.61865028579456	1005.9193759830529	0.4332528805965705	62.393749691578506	33.28965160006805	47.97654836123439	1097.3689913622584	-33162.37232237857
3390000	-33416.46868800022	-33167.086883656855	-249.38180434336624	448.57487204935654	0.40965071457137736	54.5474858149245	33.055726931444596	47.1205050160496	1076.2783884719793	-33167.086883656855
3391000	-33412.30385423811	-33163.872414459496	-248.4314397786124	945.040524944719	0.6027723464838467	61.1492610066177	34.58575299217559	47.16216950618005	1091.698546663391	-33163.872414459496
3392000	-33412.671714977994	-33167.66033354452	-245.0113814334777	800.1075794004267	0.3557468516018121	68.90129698294051	32.54295228500325	49.370087117624465	1122.3379979982653	-33167.66033354452
3393000	-33403.349727150104	-33158.132976008834	-245.21675114127046	707.7218229274121	0.3898608136633487	60.15122228232128	31.92755054866682	47.882464065214336	1087.80236351725	-33158.132976008834
3394000	-33411.431275629184	-33163.21177754981	-248.2194980793721	902.9218114862105	0.4070670861826041	57.25730908778409	32.46036011452353	48.75080899506354	1095.1220856327884	-33163.21177754981
3395000	-33413.64786929823	-33166.89534131531	-246.75252798291817	708.0252859084275	0.376887738958683	67.02073534057548	31.637125073624862	48.101295501042216	1079.8372032582104	-33166.89534131531
3396000	-33416.2798868381	-33170.21092313822	-246.06896369987743	465.517289912818	0.39095695290478194	66.5160534384142	32.78979396911735	47.4446701312887	1093.841333799922	-33170.21092313822
3397000	-33411.95426839312	-33165.778230144875	-246.17603824824565	690.855166674088	0.403283606280562	67.22587977461761	33.758378887792986	47.40959509908923	1095.261066761596	-33165.778230144875
3398000	-33412.86124662223	-33165.62190547675	-247.23934114548084	683.0635683779211	0.3722887076886333	60.783070758575704	32.78753030321651	48.493180289443444	1096.5659165652462	-33165.62190547675
3399000	-33412.67899057335	-33164.526211320175	-248.15277925317707	683.0635683779211	0.3752495468300807	66.59255784172169	33.93956653028587	48.184527955589004	1099.7935230886699	-33164.526211320175
3400000	-33415.905655845374	-33173.80210130176	-242.10355454361567	651.0693101851947	0.49767149624460383	68.53023547280782	34.96167645171186	47.467954132753476	1100.1216205114795	-33173.80210130176
3401000	-33418.849374304926	-33173.313410862385	-245.5359634425403	694.8917906118353	0.5857198839355111	60.99627693836017	35.93842248531732	48.068368336363235	1117.8340603542292	-33173.313410862385
3402000	-33414.73914273295	-33169.62231430969	-245.1168284232599	622.7158337595439	0.5275367173853753	70.39986587339827	35.212479393789955	48.4122948371681	1114.3131343011848	-33169.62231430969
3403000	-33414.41706143283	-33170.479613533855	-243.9374478989742	866.0624959140159	0.4533860647920395	63.8144704863881	32.582094223854696	47.60045624194236	1104.4421407464783	-33170.479613533855
3404000	-33418.88848178046	-33169.67417750461	-249.2143042758479	917.9419735048932	0.44096203949413987	73.58064118108652	33.252061779909226	47.77039004622662	1078.5178224582048	-33169.67417750461
3405000	-33405.006351367694	-33157.68998221701	-247.3163691506818	651.9087835542094	0.531109040988163	67.76250344834185	35.80292349243768	49.03435359251955	1105.8764049838328	-33157.68998221701
3406000	-33412.82872618223	-33163.30313755913	-249.5255886230993	794.790364754659	0.6567238393138076	75.45095054273114	35.80292349243768	47.480247561382214	1093.222971625806	-33163.30313755913
3407000	-33415.89463145429	-33168.97085532713	-246.9237761271671	517.9282504858083	0.4877704711951128	74.015050318187	35.80292349243768	48.08466389359171	1106.6972912847427	-33168.97085532713
3408000	-33405.5390929852	-33159.38517086426	-246.1539221209388	671.4740334514277	0.6137547323174862	74.95195799798569	37.03805151751838	48.20524183671398	1113.455114432888	-33159.38517086426
3409000	-33413.741765126004	-33167.74336115118	-245.9984039748205	693.0771392134575	0.6185664576839872	62.548421341221605	35.650648985997165	47.27975093961895	1090.6137181131182	-33167.74336115118
3410000	-33412.2687527861	-33167.53991666457	-244.72883612152214	739.9800470870758	0.48566164451412847	65.51585439547792	34.54939722391997	47.832204766621146	1098.203275461567	-33167.53991666457
3411000	-33403.702275604446	-33158.693078793985	-245.00919681045823	728.3086257925306	0.48566164451412847	65.51585439547792	34.20684084465997	46.72668634505356	1075.048431070021	-33158.693078793985
3412000	-33415.40211619593	-33170.01723821414	-245.38487798179347	822.8767472790441	0.4338795629006959	62.52921013093134	33.50391615567109	48.405385692194855	1102.831951100246	-33170.01723821414
3413000	-33406.01390449867	-33158.818367533415	-247.19553696525492	652.5784269569771	0.33376882175313355	66.00499739422725	32.39387826580385	49.12148719069528	1096.2667883406345	-33158.818367533415
3414000	-33409.900957289625	-33162.55581055475	-247.34514673486805	908.9665035146954	0.42341734043105794	63.5247876562579	32.247244810151095	47.69260113125242	1074.90847413944	-33162.55581055475
3415000	-33402.063595965	-33155.27288973272	-246.7907062322848	763.2343997370194	0.36103808374900387	66.20468755441537	32.109280800859864	48.210079697176525	1095.752086448747	-33155.27288973272
3416000	-33410.556111073325	-33165.99622750841	-244.5598835649155	872.6085734135969	0.5018081123436885	68.82436404370983	33.89833439113992	47.993959176714114	1105.6071460606854	-33165.99622750841
3417000	-33412.88945517524	-33167.25581963896	-245.63363553628034	744.2633634811455	0.5231656480549421	68.82436404370983	34.414105998854	47.89627281810421	1092.2902445700188	-33167.25581963896
3418000	-33412.64243373833	-33165.15316003131	-247.48927370701617	648.059448727575	0.5309194374990227	74.19377671490938	35.41180687024798	48.60289826842525	1104.3477580366668	-33165.15316003131
3419000	-33418.806437226944	-33172.42059866664	-246.38583856030434	803.9634762511475	0.4201564872035829	63.702465913432384	33.27904586985033	48.41099330622402	1092.3780712294106	-33172.42059866664
3420000	-33412.34379605258	-33162.739480078264	-249.60431597431386	1099.0613708230117	0.5290689412137406	80.27824495741064	33.8817988611116	47.87811110253068	1093.8378791981138	-33162.739480078264
3421000	-33408.03694367981	-33161.49931928034	-246.53762439946846	480.2674059271285	0.3577143890530609	58.96412507733219	32.19094115010998	47.89844697096164	1084.016461639651	-33161.49931928034
3422000	-33411.10408476182	-33163.162579525495	-247.94150523632314	731.4942435039003	0.37159773981115485	75.52035008353852	31.652499449136833	49.24347218331785	1096.5742016306006	-33163.162579525495
3423000	-33410.04188684984	-33161.87244609237	-248.16944075746736	773.5775053521845	0.37939286276164286	77.9797171659186	32.86706409357004	49.415082283699846	1114.7010717368069	-33161.87244609237
3424000	-33410.50657247935	-33162.4296488214	-248.07692365795108	993.5794706374095	0.5574656300362217	66.14939501547097	35.00224044534958	48.09160120765327	1096.0422021541108	-33162.4296488214
3425000	-33415.84115668013	-33170.94674438069	-244.8944122994347	716.7532251965517	0.5007853132694219	68.80456947636146	34.763893296424015	48.61886632788928	1108.0627206370764	-33170.94674438069
3426000	-33413.37564830311	-33168.6657459326	-244.7099023705069	556.4558532124696	0.4410421206789016	66.18150817316244	35.52880358878108	49.54662522887732	1114.7700576257846	-33168.6657459326
3427000	-33405.02604146782	-33158.33924960418	-246.68679186364272	939.1052509033157	0.4229815493283865	83.1302341734467	32.47175515729985	48.545360263490984	1110.2865438108224	-33158.33924960418
3428000	-33406.71006218038	-33159.14489001549	-247.5651721648921	551.5093740603515	0.4530223855080336	56.32317010242387	34.393910249234416	48.31702877470218	1101.1756051749883	-33159.14489001549
3429000	-33414.35581530676	-33167.98726506583	-246.3685502409258	813.8665962862447	0.3506304601256017	62.813962540854924	32.32874854398895	49.43005918107842	1122.880600097657	-33167.98726506583
3430000	-33407.47821639662	-33161.71501438939	-245.7632020072378	640.1812565698158	0.38714297232605877	60.498059761417046	33.09784314472496	48.22336525636291	1092.3826641768858	-33161.71501438939
3431000	-33416.8726049482	-33169.74887734695	-247.12372760124578	578.5322832055489	0.34611100556654145	66.51308643504517	31.505127902173772	48.16647843266563	1094.6843837140646	-33169.74887734695
3432000	-33413.477065418345	-33164.16720525168	-249.30986016666088	1119.7162710958034	0.43628187501772087	63.04984215433147	31.954110875243046	49.081034576701626	1102.0975514601812	-33164.16720525168
3433000	-33416.165148699234	-33171.59052181221	-244.57462688702404	620.5517200243306	0.42777165079832213	58.93250111124931	33.668227213619254	49.215922155277894	1118.6761480351518	-33171.59052181221
3434000	-33417.18348139736	-33171.61374030497	-245.56974109238658	884.8032962243856	0.40237870057190783	57.351604918940474	32.070226692342246	48.71972841506984	1100.0420577203095	-33171.61374030497
3435000	-33413.41972225875	-33165.174101833756	-248.24562042499934	600.3700934037189	0.3599360635603881	72.0595846351764	33.57849826738559	48.43086502253439	1092.1989247295407	-33165.174101833756
3436000	-33412.41002675686	-33166.851932955426	-245.5580938014344	627.5948994176078	0.4628352243909052	77.23029996475874	32.96313059379446	46.96361216432638	1079.097864737964	-33166.851932955426
3437000	-33418.898989130466	-33171.473361577984	-247.425627552485	832.3574559884961	0.4060379929994625	69.97408363392904	32.04516239315337	47.30017696928253	1072.793153060894	-33171.473361577984
3438000	-33405.61866064179	-33160.32065452223	-245.2980061195634	698.7206611960858	0.5107155825481284	60.71500108080899	33.98922614713273	47.54754864151475	1091.4390733196396	-33160.32065452223
3439000	-33412.581479882094	-33166.50489195097	-246.0765879311248	881.6835278434219	0.4974467912585025	78.14136341900802	33.047520829910184	47.40661432999653	1086.3380521930073	-33166.50489195097
3440000	-33413.79647759146	-33168.64547973213	-245.1509978593337	722.2501977069519	0.5192817467890912	65.44245240308531	34.324887049110906	47.1956196613133	1084.1569276901785	-33168.64547973213
3441000	-33417.4610758892	-33169.258099582716	-248.2029763064891	586.4764923367493	0.3152058059205603	73.78184992714604	32.25680238163777	48.02655028079348	1101.4332297450587	-33169.258099582716
3442000	-33407.24870303682	-33161.98383361468	-245.2648694221397	731.785413315814	0.39758540120244706	62.14794220827245	31.801715192334132	47.455009235624416	1083.0783747797607	-33161.98383361468
3443000	-33413.2438711122	-33165.44812239543	-247.79574871677013	669.5468444725602	0.33753685327989186	58.8167389602399	30.99806955877561	47.68066216806176	1093.0466141708748	-33165.44812239543
3444000	-33413.19896117563	-33165.853288901	-247.3456722746299	648.6498607774569	0.3314419571382351	78.59292937456804	31.603504717518707	49.68587220620992	1119.1451370800098	-33165.853288901
3445000	-33406.68052796055	-33159.87770097983	-246.80282698071707	561.9960629972861	0.4551319292226	75.60267051827823	35.54412984850278	48.13840845128564	1106.4705134221817	-33159.87770097983
3446000	-33407.95207323846	-33162.311171758454	-245.6409014800081	668.5181372351285	0.43842577020606094	62.8157467035197	34.03822193915455	48.66046458612419	1100.2969182947659	-33162.311171758454
3447000	-33410.241671013	-33165.164071914995	-245.077599098004	746.3160817295799	0.5054430120566334	71.27168662343882	33.728882962430525	47.613398516647145	1089.4113993277012	-33165.164071914995
3448000	-33413.283359534296	-33165.61873799289	-247.66462154140797	834.6497117272085	0.399590758468215	78.50352101235055	32.49245762310983	48.20590559135268	1101.89497428796	-33165.61873799289
3449000	-33408.77755141394	-33160.310215308404	-248.4673361055389	900.587710395282	0.44043015895706245	64.63108725047289	33.69868658321484	48.732100743635684	1099.6832286010097	-33160.310215308404
3450000	-33421.240024780964	-33174.08867540969	-247.15134937127704	716.7101040610829	0.37980368643527607	63.482587502384696	32.93442805912919	49.28405659586582	1094.6881884910133	-33174.08867540969
3451000	-33412.36103954826	-33165.708263235065	-246.65277631319566	463.2684589945319	0.4589535954106379	67.79121527458071	34.38253962397025	49.049754064650685	1094.6743048364074	-33165.708263235065
3452000	-33407.11700917724	-33160.11434723452	-247.00266194271418	656.6821618642182	0.4936263927210911	71.93992643180201	35.59774036855775	48.722197269565925	1118.98661534559	-33160.11434723452
3453000	-33407.41407323741	-33162.0766362338	-245.3374370036018	681.8238713866372	0.42772345402049106	62.68609051648334	33.23852854137036	48.71951093171256	1104.9719263027155	-33162.0766362338
3454000	-33403.08993265387	-33157.161636537036	-245.92829611683894	731.0210557313549	0.4877421149183165	60.59220647773077	33.91524325487855	47.76081407365929	1092.2963117051745	-33157.161636537036
3455000	-33408.83080655665	-33163.375958842626	-245.45484771402553	740.2042410811085	0.3748049895684874	62.43693683592111	31.716208103002167	47.981256458389396	1106.3958082343393	-33163.375958842626
3456000	-33416.85364670619	-33170.60142589849	-246.25222080770942	737.0567424747452	0.37296901240604796	61.636026770205305	32.70802576837155	48.89593597401763	1096.6133487549835	-33170.60142589849
3457000	-33406.187495458595	-33156.299590447336	-249.8879050112592	681.4853507106257	0.34577581002969626	52.29852448255139	30.94033848825107	48.38884379632776	1087.3174654540167	-33156.299590447336
3458000	-33416.285358503104	-33167.795247418566	-248.49011108453715	729.1631684406004	0.35207151929555575	66.75175104798451	31.722478730395803	49.69445772984984	1120.11575198374	-33167.795247418566
3459000	-33407.90877830201	-33158.49994281943	-249.40883548258114	582.720186788359	0.27753492628592785	69.47676363183332	30.755497723916196	48.383969089945666	1088.8910343141517	-33158.49994281943
3460000	-33407.36958400752	-33159.49948210315	-247.8701019043734	590.2492917264696	0.32624212602456065	64.52042676616351	32.066056906085976	47.76517846789838	1086.1123893598672	-33159.49948210315
3461000	-33421.96403930777	-33173.02995422215	-248.9340850856266	913.3616259739811	0.39584666332285395	57.6999532156694	32.74987059274856	47.956040334845795	1086.0262554745525	-33173.02995422215
3462000	-33413.07493691098	-33165.84759766913	-247.22733924184968	607.935375627859	0.3581790011907747	66.11533860620646	33.5323212186617	49.77339313425799	1102.834129343788	-33165.84759766913
3463000	-33417.99772783388	-33170.84350718393	-247.15422064995417	416.855855841989	0.4417271849151735	62.59789039098665	34.40295111814532	47.280109747085035	1072.5805849492522	-33170.84350718393
3464000	-33411.93580133658	-33165.89292208356	-246.04287925301128	550.917894354912	0.48098961053019706	62.59789039098665	34.40295111814532	48.620084077520424	1104.789850411225	-33165.89292208356
3465000	-33409.41609622285	-33165.05103718262	-244.36505904023022	819.617610383979	0.5179615930387564	71.27795130376063	33.48352554729121	47.04324443616615	1084.6410193707995	-33165.05103718262
3466000	-33407.717758880135	-33161.47241831825	-246.24534056188648	819.617610383979	0.4868567170502905	62.53533507277244	33.48352554729121	48.03281316943099	1094.8459588421688	-33161.47241831825
3467000	-33410.04531488825	-33160.76235392116	-249.2829609670865	484.4484575382235	0.4084041052341007	63.752797674076994	34.60110821947054	47.89520935566549	1081.6237360364426	-33160.76235392116
3468000	-33412.64133251029	-33168.308742283974	-244.3325902263163	725.7975605110308	0.45234541919264126	60.09696333368677	32.44269989983531	47.23126614797752	1080.1756601104746	-33168.308742283974
3469000	-33404.976053124614	-33159.985787221696	-244.99026590291538	633.8246300957325	0.431507739864943	68.28525965257693	33.3683084771154	48.447742645192434	1105.672718852022	-33159.985787221696
3470000	-33427.794480329314	-33180.289016285635	-247.50546404367603	638.9570012720515	0.4242325120942584	66.11596286824631	33.981662244632695	47.749462531262445	1104.0772802886713	-33180.289016285635
3471000	-33421.28078521563	-33178.55245155459	-242.72833366103956	676.0534754028373	0.5083456932825975	61.713593696796764	34.134960288516	47.32925930431482	1097.1071976062365	-33178.55245155459
3472000	-33407.75471275391	-33161.116014929066	-246.6386978248446	680.1753603658728	0.5167374490895941	70.12429130099001	33.64546556970867	47.65954115346683	1084.0039034166014	-33161.116014929066
3473000	-33417.29686910704	-33171.03006321163	-246.26680589541684	595.0150996464204	0.5030576672530682	60.43471112504042	34.468000701622465	48.16596794447764	1089.8495398996463	-33171.03006321163
3474000	-33416.733439399235	-33163.94477840624	-252.78866099299398	405.9202197770687	0.6082894920903076	77.37047856933297	36.45955392590678	47.75134704381198	1080.5654497917378	-33163.94477840624
3475000	-33410.880444734794	-33164.20749941545	-246.67294531935033	826.3228274707776	0.5076167057304429	69.78912612405603	34.070745778545444	48.04125561239853	1086.7251933055263	-33164.20749941545
3476000	-33409.420663749625	-33163.80904455082	-245.61161919880166	646.5358724920491	0.43822735054887785	55.37735158723954	33.79608974350231	48.10045192517088	1093.7028501875388	-33163.80904455082
3477000	-33414.22252244649	-33167.85663447399	-246.36588797250172	606.8700211638788	0.38847494270824	71.17644388975665	33.162024180216015	47.968861420117065	1098.6281313176964	-33167.85663447399
3478000	-33411.42648200245	-33164.171764856444	-247.25471714600025	806.8596577666882	0.32429171442936494	65.69205514536901	30.733725911735746	48.98058403289379	1114.4348941999478	-33164.171764856444
3479000	-33418.7371271676	-33168.25039308992	-250.48673407768098	1239.9051850675176	0.34382280503700186	69.63269484136082	30.77863690333637	49.325897729884	1090.132147375217	-33168.25039308992
3480000	-33416.97434315721	-33171.21849237584	-245.7558507813714	707.0986946761199	0.48397556016475085	71.25660732454219	33.755128227925056	48.366656989974594	1098.6151610770626	-33171.21849237584
3481000	-33405.446358593574	-33158.20074333599	-247.2456152575808	1028.883489972221	0.49290971167064046	65.50174653655161	34.31561526943994	47.84382954776688	1105.342415312258	-33158.20074333599
3482000	-33408.90144333193	-33165.532362176564	-243.36908115536835	800.6232554425765	0.46185792238937673	69.13852061182153	32.77925865418417	47.88223983456518	1101.2252029423823	-33165.532362176564
3483000	-33417.73659299117	-33168.830773658476	-248.90581933269232	853.1818901161621	0.3779373449978611	75.37857902996993	30.741230978756803	48.57031450642545	1109.052746392419	-33168.830773658476
3484000	-33414.827032307294	-33168.99724266739	-245.82978963990413	698.4493628552842	0.3815121598219136	64.32369514013729	32.259591620482155	48.73017207858351	1111.7701954810736	-33168.99724266739
