Sample	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	D.treeLikelihood
77000	-4970.469707147115	-4926.3699207664495	-44.09978638066547	156.69544508120921	11.67827982890385	1.359242577742604	1.5908325456775692	56.189754282589504	-4926.3699207664495
78000	-4965.145701557578	-4925.853557102807	-39.29214445477082	129.14680310742278	11.65593156315198	1.3137394272756666	1.5415624196768223	55.414341375082664	-4925.853557102807
79000	-4974.726684129248	-4935.00874724434	-39.71793688490775	326.8134288459168	12.24440211500259	1.3312920672249682	1.5525461061644	55.81787761018003	-4935.00874724434
80000	-4961.935109490231	-4927.825271044803	-34.10983844542784	139.65750291943027	12.176913260515661	1.2773904310001778	1.494100243117495	53.30938175508229	-4927.825271044803
81000	-4953.8062899770575	-4926.476172100315	-27.33011787674196	261.5595710220676	12.198921798288303	1.2415366348312407	1.470392337535259	53.29237118476024	-4926.476172100315
82000	-4952.16071967104	-4923.931330656602	-28.229389014438546	238.85269024521287	12.755572827883379	1.2673221557199061	1.4781867821033752	53.397621711415546	-4923.931330656602
83000	-4951.277285054804	-4915.010177392617	-36.26710766218761	156.20589629375536	11.769767117587769	1.2031471454530551	1.4276948116654504	51.45388350785974	-4915.010177392617
84000	-4949.332351384504	-4919.293776849283	-30.038574535221084	228.2285298442729	11.905791114449881	1.2165769434626816	1.4412070170058466	52.641090658209336	-4919.293776849283
85000	-4956.4903920522465	-4916.474412329921	-40.0159797223256	90.31243237693192	12.344532586952107	1.2192017403474984	1.4268665481008773	51.50353274040839	-4916.474412329921
86000	-4961.311287419993	-4913.168573669535	-48.142713750458206	174.51338287765148	11.903646490266393	1.1753974877979783	1.3965953672445173	49.47667574327728	-4913.168573669535
87000	-4955.939680471309	-4917.279782724285	-38.659897747024324	156.7781373233805	12.268844115638506	1.2058117828414776	1.4260334558452916	51.01850662493297	-4917.279782724285
88000	-4955.4372973690515	-4921.16352008402	-34.27377728503184	85.81782065237012	12.925644076155258	1.2869284109765544	1.4936935434777237	53.52765201403931	-4921.16352008402
89000	-4958.712284327936	-4910.076161036603	-48.63612329133297	70.45314669563231	12.998334907199355	1.317300938267419	1.5212348765456334	53.66011863663881	-4910.076161036603
90000	-4960.540859684657	-4917.861252576415	-42.679607108243	156.6985792805058	12.916183903774899	1.2953289498109877	1.503138558224707	53.702710120949206	-4917.861252576415
91000	-4946.353800046013	-4908.825805119976	-37.527994926036186	100.49690261676675	12.987158228164386	1.2979264308883562	1.5031406453054683	54.29235305166111	-4908.825805119976
92000	-4951.463765764733	-4908.394370768563	-43.06939499616947	98.3906113050531	13.290133030931017	1.3045036585839827	1.5125860760203755	53.85952257735989	-4908.394370768563
93000	-4944.675990128171	-4917.003247792035	-27.672742336136643	131.38918613975943	13.955028972510906	1.3396934834894414	1.5401224504156825	56.05456130025415	-4917.003247792035
94000	-4960.802688544593	-4921.41813795082	-39.384550593772936	111.44415213295916	13.85508891369849	1.3171865696064033	1.5168629267999465	54.44562653699829	-4921.41813795082
95000	-4956.502723867085	-4916.604964982478	-39.897758884606496	170.43859560891534	14.198068804615627	1.3384182225417003	1.5333651903264423	55.05836804147963	-4916.604964982478
96000	-4955.567769359343	-4915.266645862195	-40.301123497147785	110.59558829197518	14.79522555202828	1.3996234868038204	1.5841381794080174	56.21839117427643	-4915.266645862195
97000	-4945.947914816302	-4921.318155307396	-24.629759508905526	138.500661797452	14.0143631724514	1.3458414385262742	1.542062898386376	55.810904700790616	-4921.318155307396
98000	-4946.8547589874825	-4912.848606001917	-34.00615298556541	189.84185783270033	13.776389760866854	1.3215583695202184	1.5222120765353744	54.821296708249605	-4912.848606001917
99000	-4943.291307691609	-4918.90662986774	-24.384677823869076	186.77184239375478	13.65077739055228	1.3221774006882596	1.5248644909763782	55.283240734495536	-4918.90662986774
