Sample	posterior	likelihood	prior	N0_con	b_log	Ninf_log	t50_log	NInf_gomp	b_gom	t50_gom	b_exp	N0_exp	I	tree.height	tree.treeLength	D.treeLikelihood
30000	-71172.9533057422	-70884.01498212694	-288.93832361524744	32.6223760601362	0.02808175158837662	113.73259886276155	164.2606933043683	164.49380280008933	0.018910097181306068	41.36961382192758	0.0061052437494843875	364.2780043554701	3	322.9850286054477	2043.4465667104607	-70884.01498212694
31000	-71181.09365087324	-70885.61087554431	-295.4827753289272	56.24393684623144	0.026005784515485374	209.61688913090515	164.2606933043683	104.0955944090378	0.08060174859225899	60.00568378712923	0.008253717903222012	601.9683288905029	3	299.0307963248763	2051.945074104131	-70885.61087554431
32000	-71180.56712367926	-70888.15910320553	-292.4080204737321	34.999517741121025	0.08676737271196078	157.64841414057963	193.37197127421646	206.5478918365037	0.023413716380387622	18.385949099940042	0.005677589714718781	327.6462247036526	3	241.69935229219718	1886.9606323457383	-70888.15910320553
33000	-71175.18906153938	-70880.33596791484	-294.8530936245438	29.88607521763072	0.009226834620968995	50.169556888212654	258.08288260023375	126.5890724331813	0.028946891940630628	173.9278039947112	0.007831804781032984	499.823010995997	3	291.2178556637428	2051.460818236324	-70880.33596791484
34000	-71179.08988068286	-70886.31176528207	-292.7781154008029	40.702218537271754	0.04698110248416333	60.7795988012373	258.640827632682	300.707280090315	0.017202428966625636	15.297101847197396	0.008584048202325289	526.4505949690102	3	319.5737707439546	2135.1754713331634	-70886.31176528207
35000	-71179.51628271003	-70888.1591071629	-291.35717554712977	38.394048185779354	0.054608298024735685	87.50005921690385	254.9725854542806	70.66748280853831	0.012508036944831722	40.40073055032134	0.011277723018674697	677.3732654422308	3	256.4761352570601	1988.3356909643583	-70888.1591071629
36000	-71176.3245743613	-70883.05878750283	-293.2657868584706	62.62842970580867	0.0065658168991767265	83.03308627086642	80.34776404669726	56.61952865594762	0.013049813187010793	176.33166036222087	0.0044916431881533905	384.72327092907136	3	240.04419433293808	1933.5046402243934	-70883.05878750283
37000	-71186.62681356912	-70887.75516657959	-298.87164698953103	11.371748033035134	0.0632855926135453	208.71972471368403	80.34776404669726	106.90972365694124	0.00541886458599457	113.11298091160856	0.003814802326582266	467.08912513843256	3	210.46521380750286	1877.741681278761	-70887.75516657959
38000	-71193.22474251935	-70896.61471019872	-296.6100323206321	82.02229189709338	0.05668385431393079	7.474279767604074	32.154109737595235	363.1173992752381	0.01887906743182702	9.654217578591243	0.004937535341069482	464.19918589000264	3	285.8312932830907	2076.4996917372823	-70896.61471019872
39000	-71180.98826696431	-70887.65235749833	-293.33590946597735	68.15732328264959	0.0254579980802943	54.39757058314201	98.57382612760998	190.91330065559384	0.020553008035257614	61.91873406953735	0.0035850251336953212	548.0189052752952	3	397.27761959681936	2267.9305336719417	-70887.65235749833
40000	-71179.92250007438	-70889.54385819584	-290.3786418785299	35.860415112	0.04709653306259026	37.16949840146125	115.55493275339619	213.83240579055231	0.004203817837350798	57.6552087905255	0.008020593311727208	541.4038084526989	3	296.5087299370149	2063.3293905084915	-70889.54385819584
41000	-71171.80169634659	-70882.5050872142	-289.29660913238854	72.15591430390259	0.0400467993316314	27.085737705308034	32.682835056121476	140.14298202894273	0.010755404797886	29.24916471267771	0.009107324024840848	587.9067352123162	3	209.20068482663487	1871.6704096167987	-70882.5050872142
42000	-71178.73831746304	-70884.89056685894	-293.8477506040879	54.80679744188431	0.09111767033740142	353.4229776855729	109.89435377887787	176.366274190743	0.005563285192275403	68.65172636910435	0.0057038509314525365	434.36079520058104	3	290.94770799348873	2074.9443933872835	-70884.89056685894
43000	-71181.1750651767	-70887.19766178308	-293.9774033936312	65.94215735991277	0.0490069475473794	277.38848386683594	100.08349030355619	56.80000455413128	0.03222990450667427	68.69507803662651	0.008406013199424115	403.26438962236404	3	317.5572185009119	2137.32168570393	-70887.19766178308
44000	-71181.59177603952	-70886.97591192661	-294.6158641129194	43.53622599372717	0.06734247832496572	103.13895782861677	486.9728674810576	185.6998777154238	0.02882908197475649	24.394909313324202	0.007717736241294555	521.4423978753463	3	374.57645113496943	2158.186025685539	-70886.97591192661
45000	-71173.42421076162	-70879.74793760334	-293.67627315827747	44.680817988437475	0.07950410525857063	48.93381430981401	88.29034803461576	199.45258342387763	0.045430717618176145	166.253380683562	0.006092973005383643	450.84711067989065	3	200.54662108686944	1846.7312359582265	-70879.74793760334
46000	-71173.45265397106	-70882.26345604069	-291.18919793038094	37.699830766575275	0.03835764905223229	151.72153304014137	222.51057278175824	38.44514518005936	0.032989698028932944	54.75330486667919	0.007706481537548384	450.84711067989065	3	244.47991001963857	1991.4392346125665	-70882.26345604069
47000	-71180.53052695737	-70887.59170372826	-292.9388232291026	74.42171407841441	0.011759279535085095	82.75466060072426	124.86106385185715	264.75137766625375	0.006887338051567265	33.54799953245183	0.0029305089578841553	396.59836106630104	3	277.81175022009023	2080.7340269355886	-70887.59170372826
48000	-71182.37480517234	-70886.31912206452	-296.05568310781575	143.04954727033754	0.07709032361138789	71.47652899142388	107.54381920878272	278.43782951311016	0.013233999840942683	55.58136687172425	0.005733692096486808	548.7685729782543	3	380.379827486443	2180.0352770416166	-70886.31912206452
49000	-71178.02828842797	-70884.61996166236	-293.4083267656166	67.68879442971236	0.08328851590225793	71.47652899142388	32.48794920069344	130.91231008703585	0.008541153170832372	17.110176242479035	0.005733692096486808	308.8532063724987	3	358.0528300897908	2163.320990017745	-70884.61996166236
50000	-71172.11673457027	-70881.3251310727	-290.79160349756484	50.254478734805	0.03988440641662923	39.80456593297125	88.8366110929958	134.5198209401645	0.02726184124915323	52.75476302480646	0.0030028440915048486	459.10477030410493	3	248.7721338926365	1962.7750839065939	-70881.3251310727
51000	-71184.99749038702	-70895.8156854187	-289.1818049683201	52.162587699150755	0.03988440641662923	27.78733610679769	86.41211777049274	28.773525345138275	0.007420259193693039	61.44854388718627	0.0046025113371815545	337.32877157132907	3	269.9672459218509	2019.918904594423	-70895.8156854187
52000	-71173.74055493217	-70884.39216270669	-289.3483922254781	42.89222880983283	0.04180599453371417	98.1811349476906	169.2476852086591	109.94081448105985	0.012071956425644698	80.39507308445556	0.007540834871523189	346.0509528870541	3	272.7175234829673	1979.643066500153	-70884.39216270669
53000	-71170.16546519652	-70878.42123520398	-291.74422999254256	75.06503085834345	0.09428625939465791	90.24030385579645	75.25229498524871	146.2456919719516	0.021052255408810328	57.81644770362936	0.0072337437944810495	356.0090288911593	3	235.42901362336292	1951.2057816800025	-70878.42123520398
54000	-71170.03948776683	-70880.88148176581	-289.15800600101176	39.49696131175837	0.03733211450361219	41.911056757134745	102.50920717498154	151.70635947929983	0.0061714823726388285	53.32083700438661	0.007531437719594236	543.075972346175	3	287.2521441082657	2076.3996196649928	-70880.88148176581
55000	-71179.61353148885	-70888.91163993503	-290.70189155381627	66.826713107571	0.048502075575954554	62.69538306777734	194.63992472103467	235.48902362178578	0.028137211219901835	27.4229084976165	0.007531437719594236	470.09067060571317	3	282.37570229789367	2042.0158108970281	-70888.91163993503
56000	-71177.67377693308	-70886.64159814156	-291.0321787915118	42.86151627486638	0.06030616123547344	63.24032172700954	144.7036001536499	202.21361882611706	0.04463047206857633	33.09084013344581	0.0106468288523282	526.2157503178053	3	237.1700660815704	1932.4453959305556	-70886.64159814156
57000	-71177.11151298325	-70882.13959450969	-294.9719184735615	107.63866717916211	0.013457062183752026	34.20206409640787	157.23556859247014	186.3801068263997	0.07655312159901548	77.16715999683666	0.007924136896552969	419.9615354114125	3	204.2155030365971	1866.986624496452	-70882.13959450969
58000	-71194.14487737563	-70901.62796107863	-292.5169162969911	53.113651703249644	0.035852680033480036	25.590107519656694	380.43201935411446	50.10057690460777	0.013494885293252802	65.09328164993626	0.003565538361048958	491.3723442889972	3	285.9584426778699	2033.4153270422416	-70901.62796107863
59000	-71174.0966485834	-70883.20920695672	-290.88744162669497	78.96800996925393	0.025303746747389787	221.6619031304821	69.44713610722961	52.18812938294613	0.011295255466955726	48.473732911728774	0.011245157758793244	624.6497605718015	3	235.03784045028178	1945.5862435159156	-70883.20920695672
60000	-71177.78682467112	-70885.02250730168	-292.7643173694334	140.99226270261497	0.06419177076210975	124.06200087939544	84.10959535001241	139.73649639158026	0.015701478212517578	55.203781831754746	0.006781513481026876	428.54588279607134	3	234.74289102433744	1944.7335780050391	-70885.02250730168
61000	-71180.14231417376	-70889.0038665654	-291.13844760836855	78.58161702562218	0.03326709613678038	63.18062330566613	87.43798157127989	183.09457410334812	0.020561172849408827	44.54531346177719	0.0055624237253957005	428.54588279607134	3	389.68408695036044	2286.8393818230475	-70889.0038665654
62000	-71179.66562910956	-70885.4487040895	-294.2169250200539	45.51527476077434	0.027979192667895704	62.79204746518283	353.47061909657776	160.39362077634004	0.0422084657707533	106.62625790552721	0.0069898878041083955	440.9199041004856	3	349.58412597064955	2188.4161718561927	-70885.4487040895
63000	-71176.04758286668	-70884.4129529116	-291.63462995508235	81.2326776859333	0.045576325832693915	169.87960640933636	142.51828046270634	95.25869504418253	0.007790783733999866	15.513113395763087	0.007254301383457109	440.9199041004856	3	241.29918151882256	2031.298456977937	-70884.4129529116
64000	-71179.96545921799	-70887.51176272564	-292.45369649233965	48.26860788469802	0.07984885198180341	50.13469747813536	173.25747661313153	28.874952945402278	0.031527854921963853	83.41724472617669	0.007488233876881636	368.2594157792153	3	283.982119023328	2049.261379117399	-70887.51176272564
65000	-71180.83373742198	-70886.7880809307	-294.0456564912959	48.26860788469802	0.028946596041874748	89.7302212178985	41.23211271082853	142.0147093016196	0.05200758896913648	16.62094586513542	0.005316824804825939	418.4679312623327	3	414.7002788419696	2377.6527290129393	-70886.7880809307
66000	-71184.72068135561	-70887.46976236523	-297.2509189903832	92.35901269085258	0.014485253655887747	479.55849478882305	92.24627614770282	354.6813398450204	0.020598267058548662	173.44729446416875	0.00766991708723371	320.0735773691142	2	256.86935867494645	2052.338037550332	-70887.46976236523
67000	-71174.43822836198	-70884.11393549587	-290.3242928661075	48.78408078387108	0.04946398909701688	69.39544688108252	92.24627614770282	354.6813398450204	0.035108861549097446	173.44729446416875	0.03420714489766672	192.21393702210406	2	225.6292442552078	1875.2323726305517	-70884.11393549587
68000	-71181.95277105593	-70884.73613386406	-297.2166371918666	121.3582867544294	0.06603285036965657	77.83110028157184	134.4891585160146	354.6813398450204	0.035108861549097446	173.44729446416875	0.008062829310593824	585.5363737484363	2	231.24357535532295	1987.874496132934	-70884.73613386406
69000	-71175.56610735548	-70885.54847159838	-290.0176357571011	66.58539522016602	0.01716256936328331	83.54909177420896	61.7418298665835	104.89039406882581	0.008441327490554752	57.54584865952425	0.004546106051291701	461.50481757461955	3	297.6027831713955	2116.6277846100766	-70885.54847159838
70000	-71174.49782985316	-70882.52217580749	-291.9756540456734	36.72241583402086	0.031024318028101655	146.1142314673034	59.695165196770205	200.86515894503287	0.01835666084688836	82.38706183780037	0.007138588595504647	354.95970474055747	3	334.7857470229109	2142.5869355032905	-70882.52217580749
71000	-71182.04146970627	-70884.92611178834	-297.11535791791874	63.31198814621524	0.051771361867952295	738.570539699297	249.0572159735877	274.1871461855115	0.02740435185874353	27.759591484114758	0.0037224246133732357	365.59062337759275	3	278.1124865728621	2000.2482141850212	-70884.92611178834
72000	-71181.73280733083	-70884.93843843718	-296.7943688936536	56.86220204508972	0.16940775522961118	382.9373818004624	222.1304162485267	115.72219545863568	0.01917653778524738	88.4573008806251	0.005063915297934837	359.5282700425303	3	269.8729112874135	1982.6916692766144	-70884.93843843718
73000	-71184.27256527703	-70891.10120543701	-293.17135984003005	42.09560661742852	0.04258100574010562	9.78114576643895	205.99544190365873	26.481205785175295	0.026691554567883368	60.565868002660565	0.008653347648465322	573.6102202092715	3	340.35634990594593	2154.557804676929	-70891.10120543701
74000	-71186.6730652014	-70884.8832982447	-301.78976695668626	60.31464395709875	0.1496992378949956	797.1162333863007	305.63494003791567	356.32050368020316	0.009613131976758671	18.178406850880737	0.009077399549999088	623.3436183102343	3	254.76143193391235	1939.2770273907495	-70884.8832982447
75000	-71174.99436659289	-70884.18226993276	-290.81209666013103	44.38437065893718	0.049472431442580324	141.90867959851343	72.72036528035008	48.6189970072813	0.01155744769999962	147.49738126470658	0.006952116246805324	546.5575294476467	3	249.97668097323856	1936.6977267354478	-70884.18226993276
76000	-71181.04305151112	-70891.37238756065	-289.67066395046896	55.40837588657453	0.025330548746805695	35.018530446495866	66.97487002593824	65.4323512748551	0.018454807977684604	79.42652440036649	0.0036798872511603635	435.43261809347405	3	243.40750708470966	2005.3692055932788	-70891.37238756065
77000	-71183.02726517877	-70893.30920635795	-289.7180588208135	61.886690080456034	0.028745782330338455	17.077469703038894	195.43336041326012	28.3642502039701	0.01618413454802321	40.948397478448676	0.00684186517096768	535.1073037760132	3	217.88299613578823	1918.5791998472816	-70893.30920635795
78000	-71182.56136079604	-70893.10484995395	-289.45651084209106	41.23440404508942	0.047131167607425244	54.18654190290635	215.79584103593868	207.47570345636487	0.008508894560225801	23.963276065277586	0.005017113271265197	423.4535531985719	3	294.34718082459295	2017.5982555763242	-70893.10484995395
79000	-71189.86816346484	-70894.98953300617	-294.87863045867243	20.140179266384852	0.012129447152011728	135.09048681871187	96.58390863591391	63.47606530200745	0.008785246369974712	152.8157108973347	0.013687210277277881	676.2433307591755	3	238.78764492056624	1920.1161416313819	-70894.98953300617
80000	-71184.2217437141	-70893.77819479883	-290.44354891527	91.82086073235098	0.05458987488531082	99.79064683603377	141.27134939835315	24.63843129971197	0.010493377994963889	64.58621725223428	0.009142150320974074	409.05915443791315	3	240.48449250252477	1941.4249592058147	-70893.77819479883
81000	-71180.49485473205	-70891.15630956732	-289.3385451647306	43.44151941832632	0.019486783880541116	52.254991298077016	24.94173351282725	71.07674238959888	0.01908449802027499	37.0729133528643	0.007273566419099601	443.7446223689864	3	322.16002824434565	2109.2359470811516	-70891.15630956732
82000	-71187.66761829151	-70891.36501264187	-296.3026056496457	69.21559887445561	0.03149121783422476	89.05915148173912	294.82587809920557	125.07280249415031	0.031155552006498482	67.35661662059032	0.011591003594468125	782.0793740597209	3	242.53331334976522	2006.3283971664966	-70891.36501264187
83000	-71189.69230383051	-70891.08495782355	-298.6073460069544	137.2274378966475	0.02267704378327587	51.962216502054666	347.5225789385757	106.02828746746344	0.01962805241381899	180.8009639472272	0.004458338754741657	432.34291100079463	3	383.78375029238936	2298.9099294503244	-70891.08495782355
84000	-71179.24590397696	-70883.14143079464	-296.10447318231985	54.49092186840793	0.04286732821004356	265.16311958621577	169.380888674145	13.00294797488319	0.03319906210973311	14.336589932787927	0.012916952055499366	489.3466561261277	3	210.36737354156438	1905.2903456501879	-70883.14143079464
85000	-71183.49580947499	-70883.50814603305	-299.98766344193155	82.75858222770589	0.04761298687980541	43.309990346441985	83.2148826096683	1335.8866197566656	0.05012893487792826	64.99830171689139	0.011718988253128835	626.3232468805415	3	277.06741800956075	2007.0460976710942	-70883.50814603305
86000	-71172.30123717849	-70882.45160399473	-289.8496331837538	42.554067950354046	0.022995237262944265	202.9287494985762	146.0881977098554	156.20285491428888	0.006089538807184661	30.753113088307746	0.011226126238947379	495.193993717006	3	265.13790953467645	1971.65955164515	-70882.45160399473
87000	-71174.17467200974	-70884.69072214977	-289.48394985997214	76.1683396602805	0.016343656813959655	22.329562742330264	102.0799229807239	214.68431944871375	0.01142678453511496	83.39343010432141	0.011226126238947379	495.193993717006	3	234.2921638435691	1897.4817173624529	-70884.69072214977
88000	-71176.90611738643	-70883.63053489137	-293.2755824950556	37.9841368694805	0.026869230552896747	74.33734106043043	266.82611779437633	247.3906499557809	0.007007459370125048	28.586220422933284	0.01088742040330305	764.7023273210833	3	206.9044794626265	1864.5548060932385	-70883.63053489137
89000	-71177.31335838039	-70885.42128033798	-291.89207804241556	39.78801576470541	0.04412401375119888	62.7030146247339	114.88972482480365	19.334587586111812	0.02104129264681272	34.788856499690304	0.013073421594913532	627.2847977545663	3	215.26953659977454	1941.4401262834215	-70885.42128033798
90000	-71174.1245747614	-70882.77850405971	-291.3460707016862	108.05663343597764	0.05603868719059498	91.90061505940938	176.59599084838013	174.60795809960229	0.011202157773855302	22.872275449489383	0.005776022499005218	378.0431354578304	3	208.34755893363658	1878.2699463244776	-70882.77850405971
91000	-71180.00354103075	-70888.3660049913	-291.63753603945145	101.2482923737933	0.04818652211642224	69.1503082515933	169.12243290799165	45.893550381186046	0.015664998569246438	105.30102922753103	0.011106949239273144	509.71883481955723	3	285.07675383502425	2003.3415545581208	-70888.3660049913
92000	-71172.60001922521	-70878.64475906861	-293.95526015659937	40.5032490982451	0.04818652211642224	333.6481748189008	214.54771738541996	261.98912728896534	0.02733155927245851	44.794404447975744	0.013584713510306726	588.7857368018122	3	193.96632457259966	1839.2873764485316	-70878.64475906861
93000	-71176.7017269142	-70880.03571161172	-296.6660153024662	82.72876349349568	0.0690558188255794	228.85687092880457	72.77770294025916	534.5546581774719	0.0214625786154831	86.07860695761109	0.003623182350499838	359.5139020951384	3	346.55411592500167	2142.3597447451953	-70880.03571161172
94000	-71166.83050440381	-70877.77552693557	-289.0549774682414	59.85094440446908	0.03644507448510996	63.56198739504685	155.5280073667228	191.49070873384557	0.019690241073204034	18.975907871312337	0.010072927759845857	506.16161394415025	3	223.38441815792834	1920.3125532119257	-70877.77552693557
95000	-71168.95026844491	-70881.00152854223	-287.94873990268394	37.11635346193366	0.031186680769141537	100.06643910657603	127.181475573831	71.96204440481037	0.013830726905441836	21.11622302112911	0.0061584849969648775	426.3925324116348	3	265.2197599587606	2018.277184992534	-70881.00152854223
96000	-71186.40982331408	-70887.08998174807	-299.3198415660147	24.16185911171269	0.08269115325212753	142.97505173965195	607.1863675959938	76.61568411903188	0.023039613193422695	85.57654735053221	0.011521864936636924	552.4806114454097	3	252.21451819908256	2027.8147230245609	-70887.08998174807
97000	-71180.76769347458	-70885.4276613611	-295.3400321134862	107.64571249189393	0.08070110128036657	142.97505173965195	431.5348409828623	36.037035666920175	0.016601709236631432	30.866197260328395	0.005697735921609396	407.10326825497896	3	320.7442751300829	2133.09829679981	-70885.4276613611
98000	-71195.69343424716	-70900.35739460116	-295.3360396460043	86.31257127309816	0.04076224674317435	79.79863015864974	166.49734651849198	568.2866810423826	0.015451798529714598	61.69115633351865	0.006226936061026629	559.0395572842646	3	345.9548980247385	2184.300531217277	-70900.35739460116
99000	-71172.15781649043	-70883.01034891498	-289.1474675754606	64.1954486080464	0.027964805000635397	103.28399986933404	103.99681923905462	63.673264051507296	0.012612838518154468	23.563579437501506	0.006241086289589918	389.95025421356104	3	279.0992254320458	2092.4901354148496	-70883.01034891498
100000	-71186.96328828303	-70886.16046037425	-300.8028279087842	75.3354872069275	0.027964805000635397	41.107007916751364	159.9507831910333	49.42226246165371	0.015082257009714944	210.25200888947208	0.0026045178800003085	360.8588646169888	3	799.1073319798081	3254.574115286187	-70886.16046037425
101000	-71173.72766915563	-70880.31550663573	-293.4121625199059	29.501307042502066	0.05127269469976086	37.64322994820478	181.70835022489393	18.093915285427503	0.024846773225293023	31.68217605761628	0.003204039751310541	416.00064416076106	3	345.230538762336	2276.0795352611112	-70880.31550663573
102000	-71177.03951234088	-70881.9709302432	-295.06858209767233	61.73135320086006	0.040339231059082	82.11041006664482	93.33598609058414	284.732229524705	0.002813979043759619	61.14908752808966	0.002610409139515621	416.56012454063506	3	382.1144292281845	2384.4171038335385	-70881.9709302432
